Feature,Coefficient
Localidad_Casbas,8.259136958117926e-12
Localidad_Wilde,8.259014652121263e-12
Localidad_Villa Laguna La Brava,8.254157181264039e-12
Localidad_Lucila Del Mar,8.232406014106286e-12
Localidad_Arroyo Dulce,8.229979861610249e-12
Localidad_El Palomar,8.215723492544505e-12
Localidad_Grand Bourg,8.212448642481217e-12
Localidad_Carhué,8.182068114007187e-12
Localidad_Ramos Mejía,8.169632832654999e-12
Localidad_Adrogué,8.155872309915354e-12
Localidad_Ingeniero White,8.15021094259589e-12
Localidad_Bahía San Blas,8.146092184191716e-12
Localidad_Ingeniero Pablo Nogués,8.14478834368596e-12
Localidad_Campo De Mayo,8.140683378667993e-12
Localidad_Villa Bosch (Est. Juan Maria Bosch),8.137622429606131e-12
Localidad_Oriente,8.12151376739095e-12
Localidad_Del Valle,8.093768522761247e-12
Localidad_Loma Hermosa,8.09181988359905e-12
Localidad_ruta del sol,8.085024172999492e-12
Partido_Simoca,8.066450340173752e-12
Localidad_Gardey,8.065619949060495e-12
Localidad_Barrio El Taladro,8.057087798487251e-12
Localidad_Sierra Chica,8.043079120390565e-12
Localidad_Saenz Peña,8.041978541238222e-12
Localidad_Santa Regina,8.022087631031718e-12
Localidad_Salliqueló,8.011054730221833e-12
Localidad_Pellegrini,7.98579590485896e-12
Localidad_Puán,7.98273450140961e-12
Localidad_Roberts,7.97540255901474e-12
Localidad_Dudignac,7.960179006844691e-12
Localidad_General Rodríguez,7.959140703972276e-12
Localidad_General O'Brien,7.936909930155622e-12
Localidad_Carapachay,7.935354441432791e-12
Localidad_Gowland,7.929117099405316e-12
Localidad_Desvío Aguirre,7.923776932430735e-12
Localidad_Cañada Seca,7.917113206113577e-12
Localidad_La Violeta,7.91012980938767e-12
Localidad_Mar de Ajó - San Bernardo,7.907218552926318e-12
Localidad_Ferré,7.89805611973951e-12
Localidad_América,7.897629809880508e-12
Localidad_Del Carril,7.890484507131153e-12
Localidad_Ciudad Del Libertador General San Martin,7.886703578192616e-12
Localidad_Presidente Derqui,7.87119599898021e-12
Localidad_Villa Arguello,7.861424263859026e-12
Localidad_Villa Fiorito,7.855399964952978e-12
Localidad_Pablo Podestá,7.85394322765022e-12
Localidad_Inés Indart,7.847387609900347e-12
Localidad_Carlos Tejedor,7.846879573743196e-12
Localidad_Villa Chacabuco,7.845261937299339e-12
Localidad_Glew,7.801198333186393e-12
Localidad_Pereyra,7.800675455913374e-12
Localidad_Villa General Jose Tomas Guido,7.797823992656828e-12
Localidad_Rafael Calzada,7.79162350040132e-12
Localidad_Carmen de Patagones,7.789738504486276e-12
Localidad_Ascensión,7.782927236336281e-12
Localidad_Teniente Origone,7.778044857549062e-12
Localidad_Chacabuco,7.769078681178703e-12
Localidad_Los Hornos,7.768750479593442e-12
Localidad_Pardo,7.762757328579377e-12
Localidad_Villa De Mayo,7.760005090723836e-12
Localidad_Moreno,7.757046794900282e-12
Localidad_Vásquez,7.750138227210616e-12
Localidad_Lobos,7.743899594015794e-12
Localidad_Villa Godoy Cruz,7.740690295759174e-12
Localidad_Chillar,7.73800341952612e-12
Localidad_La Unión,7.736561222183668e-12
Localidad_Villa España,7.72004696142309e-12
Localidad_Banderaló,7.716861393440228e-12
Localidad_Tolosa,7.715342542039593e-12
Localidad_Arenaza,7.711555556162184e-12
Localidad_Claypole,7.70601630085185e-12
Localidad_José María Jáuregui (Est. Jáuregui),7.70595592953889e-12
Localidad_Llavallol,7.702749325947676e-12
Localidad_Olavarría,7.691934243698478e-12
Localidad_O'Higgins,7.691579567954222e-12
Localidad_Villa Granaderos De San Martín,7.684726609126301e-12
Localidad_Lomas Del Mirador,7.68368540973568e-12
Localidad_Balneario Laguna de Gómez,7.67885109917085e-12
Localidad_Barrio Belgrano-Máximo Paz,7.678768734626938e-12
Localidad_Pedernales,7.678752306753573e-12
Localidad_San Antonio De Padua,7.67629495686528e-12
Localidad_William C. Morris,7.672151285660432e-12
Localidad_Morse,7.671844251954553e-12
Localidad_Estación Chapadmalal,7.669412857692957e-12
Localidad_Villa Libertad,7.666560450569395e-12
Localidad_Rincón de Milberg,7.666028950617626e-12
Localidad_30 de Agosto,7.663522703829223e-12
Localidad_Vedia,7.662144899463174e-12
Localidad_Napaleofú,7.660653101441367e-12
Localidad_Avellaneda,7.657261469272376e-12
Localidad_El Libertador,7.653966496681601e-12
Partido_Hipólito Yrigoyen,7.652949327158094e-12
Localidad_Henderson,7.652949327158094e-12
Localidad_Tigre,7.651802124078807e-12
Localidad_Ricardo Rojas,7.643391542979298e-12
Localidad_Ministro Rivadavia,7.637100969054399e-12
Localidad_Lanús Oeste,7.62773434459745e-12
Localidad_Zárate,7.625304914235182e-12
Localidad_Las Carabelas,7.61620707575385e-12
Localidad_Villa José León Suarez,7.61348944247561e-12
Localidad_Muñiz,7.609979630463687e-12
Localidad_Vicente Casares,7.603680429307258e-12
Localidad_Ezpeleta Oeste,7.601243309644073e-12
Localidad_Ciudad Evita,7.601110860562896e-12
Localidad_Saavedra,7.59437462214463e-12
Localidad_Bernal,7.587634898778097e-12
Localidad_Villa Coronel Jose M. Zapiola,7.583871237950812e-12
Localidad_Manzanares,7.581671194877046e-12
Localidad_Martín Coronado,7.578641597674581e-12
Localidad_Villa Gobernador Udaondo,7.572784318030496e-12
Localidad_Ituzaingó Centro,7.5716810906177e-12
Localidad_Garín,7.567396892467959e-12
Localidad_General La Madrid,7.564068650507274e-12
Localidad_Don Orione,7.553809818563871e-12
Localidad_Crucesita,7.5414156505785e-12
Localidad_Lincoln,7.53534682250909e-12
Localidad_Copetonas,7.53055395724447e-12
Localidad_Parada Robles - Pavón,7.526481029936744e-12
Localidad_Pedro Luro,7.525854762782858e-12
Localidad_Gorchs,7.524140287856485e-12
Partido_Ramallo,7.522413359709066e-12
Localidad_Pérez Millán,7.522413359709066e-12
Localidad_Moron,7.518375300341586e-12
Localidad_Villa Alfredo Fortabat,7.517515187749512e-12
Localidad_Rancagua,7.51264138140272e-12
Localidad_Alto Los Cardales,7.502982920629122e-12
Localidad_Lezica y Torrezuri,7.499611139016887e-12
Localidad_Mones Cazón,7.499509221996073e-12
Localidad_Coronel Brandsen,7.495923734503284e-12
Localidad_Mechongué,7.494191593167061e-12
Localidad_Barrio Santa Paula,7.483533949176458e-12
Localidad_City Bell,7.48045651288009e-12
Localidad_Cañuelas,7.472662225942786e-12
Localidad_Villa Luzuriaga,7.47156093556493e-12
Localidad_Comodoro Py,7.469570858066063e-12
Localidad_Salvador María,7.467185873153004e-12
Localidad_Mar del Plata,7.467034295646316e-12
Localidad_Lomas del Río Luján (Est. Río Luján),7.465753220019361e-12
Localidad_Daireaux,7.455379494209653e-12
Localidad_Guernica,7.452372239021045e-12
Partido_Presidente Perón,7.452372239021045e-12
Localidad_Magdalena,7.452038650154348e-12
Localidad_Aguas Verdes,7.447738844866636e-12
Localidad_Va Ma Irene De Los Remedios De Escalada,7.446235072049443e-12
Localidad_Ituzaingó Sur,7.44522237090679e-12
Localidad_Tres Arroyos,7.435786368374075e-12
Localidad_Roque Pérez,7.432977705803752e-12
Localidad_Irala,7.432945133397778e-12
Localidad_Maza,7.429282935689399e-12
Localidad_La Lucila,7.426442697342017e-12
Localidad_Villa Lynch,7.423874731529074e-12
Localidad_Jeppener,7.423804286847569e-12
Localidad_San Andrés de Giles,7.418464136680924e-12
Localidad_Ciudadela,7.41553598276463e-12
Localidad_Carlos Spegazzini,7.415199388118675e-12
Localidad_Manuel Ocampo,7.412275478852462e-12
Localidad_Zelaya,7.410621807505301e-12
Localidad_Isidro Casanova,7.410158490216114e-12
Localidad_Boulogne Sur Mer,7.406318834594601e-12
Localidad_Olivera,7.40577108365432e-12
Localidad_Batán,7.402036395356476e-12
Localidad_Coronel Charlone,7.397935007661911e-12
Localidad_Villa Catela,7.391913564153867e-12
Localidad_Urdampilleta,7.390780230167459e-12
Localidad_Longchamps,7.389128361435713e-12
Partido_Belén,7.381002970937778e-12
Partido_Marcos Paz,7.377010491732177e-12
Localidad_Marcos Paz,7.377010491732177e-12
Localidad_Chascomús,7.375636741135481e-12
Localidad_Barrio Colinas Verdes,7.36147632951605e-12
Localidad_Espartillar,7.36001384061852e-12
Localidad_Villa Iris,7.357730037309851e-12
Partido_General Juan Madariaga,7.355662978904941e-12
Localidad_General Juan Madariaga,7.355662978904941e-12
Localidad_Lobería,7.355230177612252e-12
Localidad_Lomas De Zamora,7.3522109514682e-12
Localidad_Villa Parque Sicardi,7.350150197567945e-12
Localidad_Villa Parque San Lorenzo,7.344075192671538e-12
Localidad_San Francisco de Bellocq,7.334061546673762e-12
Localidad_Monte Chingolo,7.33350822487334e-12
Localidad_Mariano Acosta,7.326335580158194e-12
Localidad_Saldungaray,7.32416000326271e-12
Localidad_Darregueira,7.323534547965737e-12
Localidad_Todd,7.313620689360641e-12
Localidad_Aldo Bonzi,7.311984996655155e-12
Localidad_Villa Roch,7.308620793693175e-12
Localidad_Barrio Las Casuarinas,7.307067388972969e-12
Localidad_Gobernador Julio A. Costa,7.306033508618015e-12
Localidad_Domselaar,7.304760884662419e-12
Localidad_Mayor Buratovich,7.304250873811008e-12
Localidad_Hurlingham,7.30284427789386e-12
Localidad_Viña,7.300072516211813e-12
Localidad_Gobernador Udaondo,7.299529991438463e-12
Localidad_Torres,7.293472597805838e-12
Localidad_General Guido,7.28414248368742e-12
Localidad_Santa Trinidad,7.283774405195803e-12
Localidad_Pieres,7.282406775562188e-12
Localidad_Maquinista F. Savio (este),7.274990597671007e-12
Localidad_Villa Ayacucho,7.273710065464742e-12
Localidad_Estanislao Severo Zeballos,7.2695975270508754e-12
Localidad_Arroyo de la Cruz,7.2672437544118815e-12
Localidad_Sarandí,7.266353981317092e-12
Localidad_Acevedo,7.26209716076218e-12
Localidad_Ingeniero Adolfo Sourdeaux,7.256705345947222e-12
Localidad_Pago Chico,7.2473829453188e-12
Localidad_Solanet,7.244538911046097e-12
Localidad_Belen de Escobar,7.2394634844303294e-12
Localidad_Balneario Sauce Grande,7.236881940937693e-12
Localidad_Bayauca,7.22749458552818e-12
Localidad_General Rivas,7.216607183661901e-12
Localidad_Ringuelet,7.210735614343669e-12
Partido_Rauch,7.2063451060218566e-12
Localidad_Rauch,7.2063451060218566e-12
Localidad_Río Tala,7.205209916976037e-12
Localidad_Pontevedra,7.202376067719069e-12
Localidad_Cortines,7.20030438174149e-12
Localidad_Saforcada,7.19960657147692e-12
Localidad_Arturo Segui,7.1959213065896086e-12
Localidad_Don Torcuato Este,7.1918713169823355e-12
Localidad_Garré,7.190243090291174e-12
Localidad_Conesa,7.190140296884281e-12
Localidad_Luis Guillón,7.18286819054258e-12
Localidad_Necochea - Quequén,7.1827321000597945e-12
Localidad_El Remanso,7.182669038820682e-12
Localidad_De la Garma,7.178779840598496e-12
Partido_Monte,7.176738579148989e-12
Localidad_Abbott,7.176738579148989e-12
Localidad_Villa Brown,7.172643938050443e-12
Localidad_Villa Juan Martín De Pueyrredon,7.168485202149931e-12
Localidad_Bosques,7.167701146689626e-12
Localidad_Castelli,7.162047354340202e-12
Localidad_Moquehuá,7.1567568644653845e-12
Localidad_Villa Yapeyú,7.155595048017062e-12
Localidad_Sansinena,7.1392917077878115e-12
Localidad_Coronel Dorrego,7.1380467597052536e-12
Localidad_Barrio Los Pioneros,7.132298827755599e-12
Localidad_Berazategui,7.129567381269379e-12
Localidad_Turdera,7.128193842804655e-12
Localidad_Matheu,7.123329869506932e-12
Localidad_Remedios De Escalada,7.1221809816931255e-12
Localidad_20 De Junio,7.12065422864e-12
Localidad_Villa Maipu,7.11901967216085e-12
Localidad_Aeropuerto Internacional Ezeiza,7.117918214626626e-12
Localidad_La Reja,7.1170038637267095e-12
Localidad_Villa Martelli,7.116974967321881e-12
Localidad_José Maria Ezeiza,7.116297580408418e-12
Localidad_Lima,7.1096754459751074e-12
Localidad_Francisco Madero,7.103375460461273e-12
Localidad_Benavídez,7.097440795437964e-12
Localidad_Villalonga,7.0961293882501595e-12
Localidad_Villa San Luis,7.089996499249796e-12
Localidad_Trujui,7.089245144854528e-12
Localidad_Haedo,7.083527570499536e-12
Localidad_Blaquier,7.080981833312745e-12
Localidad_Ranchos,7.075815316966907e-12
Localidad_La Plata,7.074618632710207e-12
Localidad_Costa Bonita,7.0725910064599236e-12
Localidad_Virrey Del Pino,7.0711804697106905e-12
Localidad_Alejandro Korn,7.0670251353366465e-12
Localidad_Villa Montoro,7.063216458746196e-12
Localidad_Tapalqué,7.0604721827694625e-12
Partido_Tapalqué,7.0604721827694625e-12
Localidad_Colonia Hinojo,7.060045493748771e-12
Localidad_Tapiales,7.047278977867797e-12
Localidad_Don Torcuato Oeste,7.039110195309129e-12
Localidad_Pergamino,7.038071502024361e-12
Localidad_Balcarce,7.034073109433172e-12
Localidad_Juan María Gutierrez,7.033677905714504e-12
Localidad_Trenque Lauquen,7.0246079837813425e-12
Localidad_Ranelagh,7.023042823745419e-12
Localidad_Baradero,6.9983946433997254e-12
Localidad_Florencio Varela,6.996728180958905e-12
Localidad_Manuel B Gonnet,6.996495628986279e-12
Localidad_Berutti,6.996311663606902e-12
Localidad_Tornquist,6.994593940996606e-12
Localidad_La Tablada,6.986918761441171e-12
Localidad_Guillermo E. Hudson,6.982922851482725e-12
Localidad_Lanús Este,6.981900283523281e-12
Partido_Humahuaca,6.980130461998627e-12
Localidad_Ciudad Jardin El Libertador,6.976665118366711e-12
Localidad_Pineyro,6.976404986935868e-12
Localidad_Florida,6.9743733710465684e-12
Localidad_Florida Oeste,6.973336076555179e-12
Localidad_Rafael Castillo,6.971314900376633e-12
Localidad_General Rojo,6.964901635507685e-12
Localidad_Arenas Verdes,6.9633677495603195e-12
Localidad_Centro Agrícola El Pato,6.961297201963139e-12
Localidad_Barker,6.961149387798211e-12
Localidad_Arrecifes,6.958803696691333e-12
Localidad_Pasteur,6.952517681328018e-12
Localidad_Salto,6.9477968375522345e-12
Localidad_Berisso,6.945997350986942e-12
Localidad_Los Cardales,6.939711982072436e-12
Localidad_La Lonja,6.932493002022319e-12
Localidad_Ayacucho,6.931509290175614e-12
Localidad_Banfield,6.9306558211153235e-12
Localidad_Billinghurst,6.926078256196483e-12
Localidad_Dock Sud,6.925611387312802e-12
Localidad_Pinamar,6.924495980205675e-12
Localidad_Martínez,6.921544247063008e-12
Localidad_Fátima,6.911961372539417e-12
Localidad_Villa Ventana,6.9108953570733354e-12
Localidad_Los Cachorros,6.899573406543002e-12
Localidad_Coronel Vidal,6.899101524490249e-12
Localidad_San Fernando,6.888012570580084e-12
Localidad_González Moreno,6.87740243514999e-12
Localidad_Playa Dorada,6.877352371881027e-12
Localidad_Temperley,6.87617026698381e-12
Localidad_Barrio Gambier,6.8750127603757705e-12
Localidad_José C Paz,6.874559834033618e-12
Localidad_Salazar,6.8716122404909996e-12
Localidad_Pigüé,6.8704659245295834e-12
Localidad_Joaquin Gorina,6.866234238163559e-12
Localidad_Quilmes Oeste,6.865374481157536e-12
Localidad_Villa Santos Tesei,6.8577295526391325e-12
Localidad_Chiclana,6.853026962362529e-12
Localidad_Villa Vatteone,6.850306535916695e-12
Localidad_Carlos Keen,6.8499014110146495e-12
Partido_Alberti,6.841309107228841e-12
Localidad_Mechita,6.841309107228841e-12
Localidad_Barrio Ruta 24 Kilómetro 10,6.834532624663913e-12
Localidad_Villa Parque Pres Figueroa Alcorta,6.832404939957543e-12
Localidad_Burzaco,6.831776114421063e-12
Localidad_Vicente López,6.8306089843570395e-12
Localidad_Juan A. Pradere,6.8198981938975096e-12
Localidad_Reta,6.81525851044162e-12
Localidad_La Sofía,6.812441241213676e-12
Localidad_Campana,6.8074749991035446e-12
Localidad_Acassuso,6.8023012563249555e-12
Localidad_San Antonio de Areco,6.795638746909545e-12
Localidad_General Pacheco,6.791962102465528e-12
Localidad_El Retiro,6.7869683244477515e-12
Localidad_Monte Grande,6.78418509318779e-12
Localidad_Don Bosco,6.776152985628241e-12
Localidad_Agustina,6.77363220918732e-12
Localidad_Ensenada,6.770508798217127e-12
Localidad_Barrio La Gloria,6.7680021192752646e-12
Localidad_Ciudad Jardín Lomas del Palomar,6.753726492016644e-12
Localidad_Pipinas,6.730169557062542e-12
Localidad_Colonia San Miguel Arcángel,6.72117483976042e-12
Localidad_Ezpeleta,6.713277182533678e-12
Localidad_La Capilla,6.712488454336073e-12
Localidad_Berazategui Oeste,6.709660994353155e-12
Localidad_Beccar,6.6953293439295504e-12
Localidad_Fortín Olavarría,6.691514516597793e-12
Localidad_Carlos Tomás Sourigues,6.68940956449424e-12
Localidad_Abasto,6.685745740305647e-12
Localidad_Villa Rosa,6.685224236686307e-12
Localidad_Quilmes,6.682444939102232e-12
Localidad_Pila,6.67971273868681e-12
Localidad_Ingeniero Juan Allan,6.676206411743994e-12
Localidad_Barrio San Cayetano,6.665374440754329e-12
Localidad_Villa Ballester,6.663135588523829e-12
Localidad_Paso Del Rey,6.6612978877112585e-12
Localidad_Monte Hermoso,6.660040254470247e-12
Localidad_Orense,6.650696924033126e-12
Partido_General Pinto,6.636505018896873e-12
Localidad_General Pinto,6.636505018896873e-12
Localidad_Chapadmalal,6.623353636915761e-12
Localidad_Vivoratá,6.616747115934944e-12
Localidad_Stroeder,6.616389380291444e-12
Localidad_Jose Hernandez,6.6150945849229306e-12
Localidad_Jose Ingenieros,6.598575373437346e-12
Localidad_Ramos Otero,6.59807178067831e-12
Localidad_Juan José Paso,6.594715100739395e-12
Localidad_Alejandro Petión,6.5851702009050346e-12
Localidad_Remedios Escalada De San Martin,6.582478587066062e-12
Localidad_San Nicolás de los Arroyos,6.581277563434137e-12
Localidad_Churruca,6.576901136534907e-12
Localidad_Villa Lía,6.575798034446758e-12
Localidad_General Arenales,6.5711333789702606e-12
Localidad_Virreyes,6.569163249868447e-12
Localidad_Rafael Obligado,6.566418751881282e-12
Localidad_Las Armas,6.565942596148412e-12
Localidad_Villa Bernardo Monteagudo,6.561392482422006e-12
Localidad_Azul,6.5548926932799795e-12
Localidad_El cazador,6.550567123623091e-12
Localidad_Guaminí,6.54753321592075e-12
Localidad_Verónica,6.537428794697974e-12
Localidad_Tres Sargentos,6.534141261758253e-12
Localidad_Pehuajó,6.53258606890195e-12
Localidad_San Manuel,6.5287120627141646e-12
Localidad_Rojas,6.527395610494127e-12
Localidad_Moctezuma,6.52488515683624e-12
Localidad_Lisandro Olmos,6.523209320610012e-12
Localidad_Tandil,6.523190910701809e-12
Localidad_Balneario Pehuen Co,6.5208946042603274e-12
Localidad_Guerrico,6.50980601598145e-12
Localidad_Rivera,6.5097206486237135e-12
Localidad_Santa Teresita - Mar del Tuyú,6.506011313364414e-12
Localidad_Los Troncos Del Talar,6.493820601583865e-12
Localidad_9 De Abril,6.4898141823161316e-12
Localidad_Olivos,6.476546910450239e-12
Localidad_Barrancas,6.475499016056601e-12
Localidad_El Jagüel,6.474834127642907e-12
Localidad_Hinojo,6.474757196850506e-12
Localidad_Huanguelén,6.471885838451531e-12
Localidad_Balneario San Cayetano,6.468318649898916e-12
Localidad_Francisco Alvarez,6.457123331733404e-12
Localidad_General Pirán,6.4529710334396e-12
Localidad_Villa Domínico,6.449537888100915e-12
Localidad_General Lavalle,6.446432596680333e-12
Localidad_Labarden,6.445961281051798e-12
Localidad_Piedritas,6.442333145378375e-12
Localidad_Uribelarrea,6.44062354240304e-12
Localidad_Barrio El Coyunco,6.430776398544221e-12
Localidad_Coronel Suárez,6.4247483862400056e-12
Localidad_Gregorio De Laferrere,6.4199091574465664e-12
Localidad_Comandante Nicanor Otamendi,6.416692344594318e-12
Localidad_Las Toninas,6.414195492291867e-12
Localidad_Villa General Juan G. Las Heras,6.412171413395842e-12
Localidad_Cabildo,6.407995319916686e-12
Localidad_Cuartel V,6.405733338329174e-12
Localidad_Capitán Sarmiento,6.390547195574358e-12
Localidad_Norberto de la Riestra,6.374418015563971e-12
Localidad_Gonzalez Catán,6.367586238695217e-12
Localidad_Villa General Eugenio Necochea,6.361446543186708e-12
Localidad_Cacharí,6.357255634329294e-12
Localidad_Arribeños,6.334390757467132e-12
Localidad_Bragado,6.329909284196952e-12
Localidad_Santa Clara del Mar,6.318713456560806e-12
Localidad_Alberdi Viejo,6.308507526212259e-12
Localidad_Camet,6.285638797992758e-12
Localidad_Carmen de Areco,6.2781736262243725e-12
Localidad_Bahía Blanca,6.273491743880542e-12
Localidad_Jose Mármol,6.2677268915223756e-12
Localidad_11 De Septiembre,6.243438724366234e-12
Localidad_Barrio Parque General San Martin,6.237389013050298e-12
Localidad_Munro,6.23078662036668e-12
Localidad_Villa San Andrés,6.22802712233364e-12
Localidad_Maquinista F. Savio (oeste),6.198814773070745e-12
Localidad_Mar del Sur,6.187104918862607e-12
Localidad_Villa Gregoria Matorras,6.1802625715308066e-12
Localidad_Valentín Alsina,6.138585443424879e-12
Localidad_La Armonía,6.13838828756858e-12
Localidad_El Triunfo,6.126570569526328e-12
Localidad_Ingeniero Maschwitz,6.101692061291953e-12
Partido_Villa Gesell,6.09605994679806e-12
Localidad_Villa Gesell,6.09605994679806e-12
Localidad_Juan N. Fernández,6.0920180981964226e-12
Localidad_San Clemente del Tuyú,6.088288433158933e-12
Localidad_Los Polvorines,6.054808493976882e-12
Localidad_Angel Etcheverry,6.037364914491329e-12
Localidad_Dique Luján,6.030987032387266e-12
Localidad_Barrio El Carmen (Este),6.029941429800024e-12
Localidad_Villa Raffo,6.028424827462977e-12
Localidad_Tristán Suarez,6.0155672672881604e-12
Localidad_Nordelta,5.970355618741319e-12
Localidad_Plátanos,5.9640141040164515e-12
Localidad_Navarro,5.8907297785301384e-12
Localidad_Carlos Casares,5.864076699961246e-12
Localidad_Villa La Florida,5.8144268873228974e-12
Localidad_Emilio V. Bunge,5.7674661146454105e-12
Localidad_Sevigne,5.7405044838477e-12
Partido_Tres Lomas,5.737848255493498e-12
Localidad_Tres Lomas,5.737848255493498e-12
Localidad_Jose Melchor Romero,5.716359259211894e-12
Localidad_Barrio El Boquerón,5.69888919775837e-12
Localidad_Suipacha,5.663668137338681e-12
Localidad_Bernal Oeste,5.5664247964732775e-12
Localidad_Carilo,5.484422115331384e-12
Localidad_Barrio El Peligro,5.470271958781086e-12
Localidad_Sierra de la Ventana,5.350127118574116e-12
Partido_Tehuelches,4.811871897484705e-12
Partido_Pehuenches,4.625120169579863e-12
Partido_Aluminé,3.801543600736959e-12
Partido_Biedma,3.5992673565438973e-12
Partido_La Viña,3.182656312747154e-12
Partido_Atreucó,3.0120062562885033e-12
Partido_Loventué,2.8392159231194386e-12
Partido_La Plata,2.748431940457035e-12
Partido_Quemú Quemú,2.507577270482087e-12
Provincia_TIERRA DEL FUEGO,1.7546238923689512e-12
Partido_La Capital,1.3924270439629694e-12
Localidad_San Isidro,5.535817373611142e-13
Partido_Caleu Caleu,-1.2780889841287329e-13
Partido_General Villegas,-2.846359209547222e-13
Partido_General Pueyrredón,-1.0747336813795308e-12
Partido_Guatraché,-1.3518098961920413e-12
Localidad_Santo Domingo,-1.4577816936962289e-12
Partido_Patagones,-1.6333823657862498e-12
Localidad_Leandro N. Alem,-1.7396964230730859e-12
Localidad_Lamadrid,-2.1744903081418016e-12
Partido_Doctor Manuel Belgrano,-2.453137331682936e-12
Partido_Vinchina,-2.935940157446486e-12
Partido_El Alto,-3.5171845136725196e-12
Localidad_Nueva Esperanza,-3.5431389934613223e-12
Localidad_Los Sarmientos,-4.53878068132042e-12
Localidad_Villa El Salvador,-4.635023825942574e-12
Partido_Limay Mahuida,-4.697796930404889e-12
Localidad_La Banda,-5.240946885369998e-12
Partido_2 de Abril,-5.289548829502552e-12
Partido_Olavarría,-5.322422216916981e-12
Localidad_Loma Blanca,-5.3355816630057066e-12
Localidad_Tapso,-5.339751357904129e-12
Localidad_La Esperanza,-5.51308644211026e-12
Localidad_El Charco,-5.556574116096179e-12
Localidad_Colonia Santa María,-5.691389074909489e-12
Partido_La Cocha,-6.365164894987913e-12
Partido_Angaco,-6.535549388407201e-12
Localidad_Santa Teresa,-6.59403905267686e-12
Localidad_General Mosconi,-6.688244192401129e-12
Partido_Los Lagos,-7.631807312761067e-12
Partido_Güer Aike,-7.86095490400681e-12
Localidad_Helvecia,-7.915198534817585e-12
Localidad_El Mojón,-8.129372968586002e-12
Localidad_El Algarrobal,-8.16870213074743e-12
Localidad_Las Lagunas,-8.322563282609692e-12
Localidad_La Viña,-8.718262711973921e-12
Localidad_Medrano,-8.785375216992646e-12
Localidad_Santa Clara,-8.796906539906997e-12
Localidad_La Calera,-8.81096050689891e-12
Localidad_Las Lajas,-9.017988488341376e-12
Partido_Tulumba,-9.098479598829946e-12
Localidad_El Pantanillo,-9.23422175198312e-12
Localidad_El Ramblón,-9.296718455619361e-12
Localidad_Las Palmas,-9.363603006137361e-12
Localidad_Río Grande,-9.505661615216e-12
Partido_Palpalá,-9.631720721210077e-12
Partido_Esteban Echeverría,-9.765898570522537e-12
Partido_Rivadavia,-9.897178387051931e-12
Partido_Berisso,-1.0157655859368151e-11
Localidad_Las Chacritas,-1.021481831386076e-11
Localidad_Papagayos,-1.0560353643465355e-11
Localidad_Villa del Rosario,-1.103475140273595e-11
Partido_General Juan F. Quiroga,-1.1236303478044754e-11
Partido_Chos Malal,-1.1287077634214785e-11
Localidad_San Nicolás,-1.142870268658751e-11
Partido_Rancul,-1.1564126272122445e-11
Provincia_NEUQUEN,-1.158429338462495e-11
Localidad_Santa Isabel,-1.1600036927745275e-11
Partido_Loncopué,-1.1808180260236963e-11
Localidad_Dos Arroyos,-1.2257131125103073e-11
Partido_Curacó,-1.2277824840419449e-11
Partido_Sobremonte,-1.2401811985954096e-11
Localidad_Las Tunas,-1.2668060419148063e-11
Localidad_Punta del Agua,-1.2689570425906718e-11
Localidad_Malvinas Argentinas,-1.3461202691805339e-11
Partido_Tornquist,-1.4083160125966027e-11
Partido_Exaltación de la Cruz,-1.4647165674325213e-11
Partido_Los Andes,-1.508051975987881e-11
Partido_Collón Curá,-1.5212636013102365e-11
Localidad_Villa Elisa,-1.5451568410541974e-11
Localidad_San Marcos,-1.5611543959557978e-11
Localidad_La Cumbrecita,-1.565602849478745e-11
Partido_San Nicolás,-1.57754195241195e-11
Localidad_Los Chañaritos,-1.6124855233536025e-11
Localidad_El Talar,-1.702278438889533e-11
Localidad_San Cayetano,-1.7073531946447305e-11
Partido_Cainguás,-1.8298041175450424e-11
Partido_Jiménez,-1.8598671271995973e-11
Partido_Chapaleufú,-1.8686486893431294e-11
Localidad_Los Toldos,-1.8751891881190397e-11
Partido_Guaminí,-1.8824683301642143e-11
Localidad_Florentino Ameghino,-1.892557387144756e-11
Localidad_La Trinidad,-1.899911598377537e-11
Partido_Salto,-1.9312335157967893e-11
Partido_Baradero,-1.957501615263528e-11
Localidad_Santos Lugares,-1.9666468837434148e-11
Partido_Coronel Dorrego,-1.992078812094488e-11
Partido_Lavalle,-2.0024371544133927e-11
Localidad_Ciénega,-2.0068284524493632e-11
Partido_Punta Indio,-2.0381361120284497e-11
Partido_Tandil,-2.0897163082342454e-11
Partido_Deseado,-2.0941984870907036e-11
Localidad_El Cuadrado,-2.125495847493337e-11
Localidad_Anzoategui,-2.1443346356930507e-11
Localidad_Oratorio,-2.1639467879381847e-11
Localidad_Luján,-2.1696759575091314e-11
Partido_Maracó,-2.1730198492733813e-11
Localidad_El Quebracho,-2.1751462296204278e-11
Localidad_Los Talas,-2.2029691729496243e-11
Localidad_Tomás Young,-2.2036946457575477e-11
Localidad_El Brillante,-2.2073123562730464e-11
Localidad_Falucho,-2.209238255532331e-11
Localidad_Barrio Isla 10,-2.2202972158081238e-11
Localidad_Aerolito,-2.2211337334451597e-11
Localidad_Coyaguaima,-2.246274134401981e-11
